addr,time,in_mean_inter_time,in_std_inter_time,in_mad_inter_time,out_mean_inter_time,out_std_inter_time,out_mad_inter_time,tot_mean_inter_time,tot_std_inter_time,tot_mad_inter_time,in_mean_length,in_std_length,in_mad_length,in_count,out_mean_length,out_std_length,out_mad_length,out_count,tot_mean_length,tot_std_length,tot_mad_length,tot_count,in_mean_payload_data_length,in_std_payload_data_length,in_mad_payload_data_length,out_mean_payload_data_length,out_std_payload_data_length,out_mad_payload_data_length,tot_mean_payload_data_length,tot_std_payload_data_length,tot_mad_payload_data_length
3,1380.0,0.097468,0.0,0.0,0.100624,0.0,0.0,0.0509707,0.0042925,0.003156,50.0,0.0,0.0,2.0,53.0,0.0,0.0,2.0,51.5,1.5,1.5,4.0,14.5,1.5,1.5,16.0,0.0,0.0,14.5,1.5,1.5
0,1380.0,0.100624,0.0,0.0,0.097468,0.0,0.0,0.0509707,0.0042925,0.003156,53.0,0.0,0.0,2.0,50.0,0.0,0.0,2.0,51.5,1.5,1.5,4.0,14.5,1.5,1.5,13.0,0.0,0.0,14.5,1.5,1.5
8,1385.0,2.816748,0.0,0.0,,,,2.816748,0.0,0.0,59.0,0.0,0.0,2.0,,,,0.0,59.0,0.0,0.0,2.0,14.0,0.0,0.0,,,,14.0,0.0,0.0
7,1385.0,,,,,,,,,,,,,0.0,59.0,0.0,0.0,1.0,59.0,0.0,0.0,1.0,,,,14.0,0.0,0.0,14.0,0.0,0.0
0,1385.0,1.190402,1.042883,1.042883,0.586548,0.5462518,0.512193,0.3463774,0.4829771,0.027589,54.3,7.4,8.0,3.0,50.8,4.5,0.0,5.0,52.1,6.0,5.0,8.0,12.1,6.5,3.0,12.2,2.1,0.0,12.1,6.5,3.0
6,1385.0,0.069864,0.0,0.0,,,,0.034932,0.008906,0.008906,50.0,0.0,0.0,2.0,63.0,0.0,0.0,1.0,54.3,6.1,0.0,3.0,17.3,6.1,0.0,26.0,0.0,0.0,17.3,6.1,0.0
8,1390.0,1.763296,0.0,0.0,,,,1.763296,0.0,0.0,59.0,0.0,0.0,2.0,,,,0.0,59.0,0.0,0.0,2.0,14.0,0.0,0.0,,,,14.0,0.0,0.0
6,1390.0,,,,,,,,,,,,,0.0,59.0,0.0,0.0,1.0,59.0,0.0,0.0,1.0,,,,14.0,0.0,0.0,14.0,0.0,0.0
0,1395.0,0.069307,0.0233358,0.026688,0.061434,0.0310187,0.027973,0.0390944,0.0176432,0.011473,52.5,2.5,2.5,4.0,48.0,3.4,1.5,8.0,49.5,3.8,4.5,12.0,9.8,4.5,3.5,11.0,3.4,1.5,9.8,4.5,3.5
6,1395.0,0.069271,0.0,0.0,,,,0.069271,0.0,0.0,48.5,3.5,3.5,2.0,,,,0.0,48.5,3.5,3.5,2.0,11.5,3.5,3.5,,,,11.5,3.5,3.5
8,1395.0,,,,,,,,,,59.0,0.0,0.0,1.0,,,,0.0,59.0,0.0,0.0,1.0,14.0,0.0,0.0,,,,14.0,0.0,0.0
3,1395.0,,,,,,,,,,,,,0.0,59.0,0.0,0.0,1.0,59.0,0.0,0.0,1.0,,,,14.0,0.0,0.0,14.0,0.0,0.0
8,1400.0,3.515346,0.0,0.0,,,,3.515346,0.0,0.0,59.0,0.0,0.0,2.0,,,,0.0,59.0,0.0,0.0,2.0,14.0,0.0,0.0,,,,14.0,0.0,0.0
7,1400.0,0.0517025,0.0326965,0.0326965,0.917015,1.2138764,0.012611,0.4585075,0.9496079,0.0166855,47.7,2.1,2.0,3.0,52.2,5.3,4.5,4.0,50.3,4.8,5.0,7.0,9.9,3.9,3.0,9.2,4.8,3.0,9.9,3.9,3.0
3,1400.0,,,,0.3227685,0.2815635,0.2815635,0.2332827,0.2624261,0.013106,51.0,0.0,0.0,1.0,52.3,2.1,2.0,3.0,52.0,1.9,1.0,4.0,11.0,5.2,1.0,10.0,5.7,2.0,11.0,5.2,1.0
0,1400.0,0.2516329,0.3585858,0.0180655,0.4719458,0.4406123,0.405648,0.1887783,0.313448,0.011989,51.1,3.8,3.0,9.0,49.7,4.4,2.0,7.0,50.5,4.1,4.0,16.0,10.0,4.6,3.5,11.6,2.4,1.0,10.0,4.6,3.5
8,1405.0,2.978557,0.0,0.0,,,,2.978557,0.0,0.0,59.0,0.0,0.0,2.0,,,,0.0,59.0,0.0,0.0,2.0,14.0,0.0,0.0,,,,14.0,0.0,0.0
6,1405.0,0.4846555,0.4301915,0.4301915,0.7467045,0.1679955,0.1679955,0.3058436,0.3607422,0.017154,47.0,1.4,0.0,3.0,53.0,4.2,0.0,3.0,50.0,4.4,1.0,6.0,11.7,2.0,1.0,13.3,0.5,0.0,11.7,2.0,1.0
0,1405.0,0.9147,0.0,0.0,0.4846555,0.4301915,0.4301915,0.2423278,0.3774882,0.008577,50.0,0.0,0.0,2.0,47.0,1.4,0.0,3.0,48.2,1.8,2.0,5.0,11.2,1.8,2.0,10.0,1.4,0.0,11.2,1.8,2.0
8,1410.0,,,,,,,,,,59.0,0.0,0.0,1.0,,,,0.0,59.0,0.0,0.0,1.0,14.0,0.0,0.0,,,,14.0,0.0,0.0
3,1410.0,,,,,,,,,,,,,0.0,59.0,0.0,0.0,1.0,59.0,0.0,0.0,1.0,,,,14.0,0.0,0.0,14.0,0.0,0.0
8,1415.0,,,,,,,,,,59.0,0.0,0.0,1.0,,,,0.0,59.0,0.0,0.0,1.0,14.0,0.0,0.0,,,,14.0,0.0,0.0
7,1415.0,,,,,,,,,,,,,0.0,59.0,0.0,0.0,1.0,59.0,0.0,0.0,1.0,,,,14.0,0.0,0.0,14.0,0.0,0.0
8,1420.0,2.117637,0.0,0.0,,,,2.117637,0.0,0.0,59.0,0.0,0.0,2.0,,,,0.0,59.0,0.0,0.0,2.0,14.0,0.0,0.0,,,,14.0,0.0,0.0
6,1420.0,,,,,,,,,,,,,0.0,59.0,0.0,0.0,1.0,59.0,0.0,0.0,1.0,,,,14.0,0.0,0.0,14.0,0.0,0.0
0,1420.0,,,,,,,,,,,,,0.0,59.0,0.0,0.0,1.0,59.0,0.0,0.0,1.0,,,,14.0,0.0,0.0,14.0,0.0,0.0
6,1425.0,0.0378005,0.0009085,0.0009085,,,,0.0378005,0.0009085,0.0009085,47.3,3.3,0.0,3.0,,,,0.0,47.3,3.3,0.0,3.0,10.3,3.3,0.0,,,,10.3,3.3,0.0
0,1425.0,,,,0.0378005,0.0009085,0.0009085,0.0378005,0.0009085,0.0009085,,,,0.0,47.3,3.3,0.0,3.0,47.3,3.3,0.0,3.0,,,,10.3,3.3,0.0,10.3,3.3,0.0
8,1425.0,0.765534,0.0,0.0,,,,0.765534,0.0,0.0,59.0,0.0,0.0,2.0,,,,0.0,59.0,0.0,0.0,2.0,14.0,0.0,0.0,,,,14.0,0.0,0.0
3,1425.0,,,,,,,,,,,,,0.0,59.0,0.0,0.0,1.0,59.0,0.0,0.0,1.0,,,,14.0,0.0,0.0,14.0,0.0,0.0
8,1430.0,,,,,,,,,,59.0,0.0,0.0,1.0,,,,0.0,59.0,0.0,0.0,1.0,14.0,0.0,0.0,,,,14.0,0.0,0.0
7,1430.0,,,,,,,,,,,,,0.0,59.0,0.0,0.0,1.0,59.0,0.0,0.0,1.0,,,,14.0,0.0,0.0,14.0,0.0,0.0
8,1435.0,3.708396,0.0,0.0,,,,3.708396,0.0,0.0,59.0,0.0,0.0,2.0,,,,0.0,59.0,0.0,0.0,2.0,14.0,0.0,0.0,,,,14.0,0.0,0.0
6,1435.0,,,,,,,,,,,,,0.0,59.0,0.0,0.0,1.0,59.0,0.0,0.0,1.0,,,,14.0,0.0,0.0,14.0,0.0,0.0
0,1435.0,0.0682716,0.0373934,0.006955,0.6133112,1.2354569,0.0429895,0.3066556,0.9099195,0.0142485,51.7,3.7,2.5,6.0,49.4,5.0,3.0,7.0,50.5,4.6,5.0,13.0,9.2,4.7,5.0,11.3,3.3,3.0,9.2,4.7,5.0
0,1440.0,,,,,,,0.023338,0.0,0.0,53.0,0.0,0.0,1.0,45.0,0.0,0.0,1.0,49.0,4.0,4.0,2.0,12.0,4.0,4.0,8.0,0.0,0.0,12.0,4.0,4.0
6,1440.0,,,,,,,0.023338,0.0,0.0,45.0,0.0,0.0,1.0,53.0,0.0,0.0,1.0,49.0,4.0,4.0,2.0,12.0,4.0,4.0,16.0,0.0,0.0,12.0,4.0,4.0
8,1440.0,,,,,,,,,,59.0,0.0,0.0,1.0,,,,0.0,59.0,0.0,0.0,1.0,14.0,0.0,0.0,,,,14.0,0.0,0.0
8,1445.0,2.40061,0.0,0.0,,,,2.40061,0.0,0.0,59.0,0.0,0.0,2.0,,,,0.0,59.0,0.0,0.0,2.0,14.0,0.0,0.0,,,,14.0,0.0,0.0
3,1445.0,,,,,,,,,,,,,0.0,59.0,0.0,0.0,1.0,59.0,0.0,0.0,1.0,,,,14.0,0.0,0.0,14.0,0.0,0.0
7,1445.0,,,,,,,,,,,,,0.0,59.0,0.0,0.0,1.0,59.0,0.0,0.0,1.0,,,,14.0,0.0,0.0,14.0,0.0,0.0
0,1445.0,,,,,,,0.019581,0.0,0.0,53.0,0.0,0.0,1.0,45.0,0.0,0.0,1.0,49.0,4.0,4.0,2.0,12.0,4.0,4.0,8.0,0.0,0.0,12.0,4.0,4.0
6,1445.0,,,,,,,0.019581,0.0,0.0,45.0,0.0,0.0,1.0,53.0,0.0,0.0,1.0,49.0,4.0,4.0,2.0,12.0,4.0,4.0,16.0,0.0,0.0,12.0,4.0,4.0
8,1450.0,3.663556,0.0,0.0,,,,3.663556,0.0,0.0,59.0,0.0,0.0,2.0,,,,0.0,59.0,0.0,0.0,2.0,14.0,0.0,0.0,,,,14.0,0.0,0.0
6,1450.0,,,,,,,3.852671,0.0,0.0,50.0,0.0,0.0,1.0,59.0,0.0,0.0,1.0,54.5,4.5,4.5,2.0,13.5,0.5,0.5,14.0,0.0,0.0,13.5,0.5,0.5
0,1450.0,,,,0.189115,0.0,0.0,0.189115,0.0,0.0,,,,0.0,54.5,4.5,4.5,2.0,54.5,4.5,4.5,2.0,,,,13.5,0.5,0.5,13.5,0.5,0.5
6,1455.0,0.0369315,0.0020245,0.0020245,,,,0.0369315,0.0020245,0.0020245,47.3,3.3,0.0,3.0,,,,0.0,47.3,3.3,0.0,3.0,10.3,3.3,0.0,,,,10.3,3.3,0.0
0,1455.0,,,,0.0369315,0.0020245,0.0020245,0.0369315,0.0020245,0.0020245,,,,0.0,47.3,3.3,0.0,3.0,47.3,3.3,0.0,3.0,,,,10.3,3.3,0.0,10.3,3.3,0.0
8,1455.0,,,,,,,,,,59.0,0.0,0.0,1.0,,,,0.0,59.0,0.0,0.0,1.0,14.0,0.0,0.0,,,,14.0,0.0,0.0
8,1460.0,1.435208,0.0,0.0,,,,1.435208,0.0,0.0,59.0,0.0,0.0,2.0,,,,0.0,59.0,0.0,0.0,2.0,14.0,0.0,0.0,,,,14.0,0.0,0.0
3,1460.0,,,,,,,,,,,,,0.0,59.0,0.0,0.0,1.0,59.0,0.0,0.0,1.0,,,,14.0,0.0,0.0,14.0,0.0,0.0
7,1460.0,,,,,,,,,,,,,0.0,59.0,0.0,0.0,1.0,59.0,0.0,0.0,1.0,,,,14.0,0.0,0.0,14.0,0.0,0.0
8,1465.0,,,,,,,,,,59.0,0.0,0.0,1.0,,,,0.0,59.0,0.0,0.0,1.0,14.0,0.0,0.0,,,,14.0,0.0,0.0
6,1465.0,0.058668,0.0,0.0,1.340607,0.0,0.0,0.460137,0.6093074,0.02094,46.5,1.5,1.5,2.0,54.5,4.5,4.5,2.0,50.5,5.2,2.5,4.0,11.5,2.3,1.5,13.5,0.5,0.5,11.5,2.3,1.5
0,1465.0,0.5319285,0.838249,0.0215755,0.697433,0.9310741,0.039015,0.2683222,0.6333359,0.0107055,51.0,3.7,5.0,5.0,47.0,2.1,1.5,4.0,49.2,3.7,5.0,9.0,8.7,4.1,5.0,10.0,2.1,1.5,8.7,4.1,5.0
7,1465.0,0.019653,0.0,0.0,0.0480517,0.0182961,0.011094,0.028831,0.0110408,0.010317,47.5,2.5,2.5,2.0,51.2,4.1,2.5,4.0,50.0,4.1,5.0,6.0,7.7,4.5,5.0,6.2,4.6,3.0,7.7,4.5,5.0
8,1470.0,,,,,,,,,,59.0,0.0,0.0,1.0,,,,0.0,59.0,0.0,0.0,1.0,14.0,0.0,0.0,,,,14.0,0.0,0.0
0,1470.0,,,,,,,,,,,,,0.0,59.0,0.0,0.0,1.0,59.0,0.0,0.0,1.0,,,,14.0,0.0,0.0,14.0,0.0,0.0
8,1475.0,2.596219,0.0,0.0,,,,2.596219,0.0,0.0,59.0,0.0,0.0,2.0,,,,0.0,59.0,0.0,0.0,2.0,14.0,0.0,0.0,,,,14.0,0.0,0.0
3,1475.0,,,,,,,,,,,,,0.0,59.0,0.0,0.0,1.0,59.0,0.0,0.0,1.0,,,,14.0,0.0,0.0,14.0,0.0,0.0
8,1480.0,0.546862,0.0,0.0,,,,0.546862,0.0,0.0,59.0,0.0,0.0,2.0,,,,0.0,59.0,0.0,0.0,2.0,14.0,0.0,0.0,,,,14.0,0.0,0.0
6,1480.0,,,,,,,,,,,,,0.0,59.0,0.0,0.0,1.0,59.0,0.0,0.0,1.0,,,,14.0,0.0,0.0,14.0,0.0,0.0
7,1480.0,,,,,,,,,,,,,0.0,59.0,0.0,0.0,1.0,59.0,0.0,0.0,1.0,,,,14.0,0.0,0.0,14.0,0.0,0.0
0,1485.0,,,,1.0760128,1.4004189,0.377058,0.865012,1.3217503,0.021605,53.0,0.0,0.0,1.0,49.2,5.6,0.0,5.0,49.8,5.3,3.5,6.0,11.5,3.5,3.0,10.6,3.2,0.0,11.5,3.5,3.0
6,1485.0,0.2869853,0.3530446,0.010501,,,,0.2204912,0.3267182,0.0108025,46.8,3.0,0.0,4.0,53.0,0.0,0.0,1.0,48.0,3.7,0.0,5.0,11.0,3.7,0.0,16.0,0.0,0.0,11.0,3.7,0.0
8,1485.0,,,,,,,,,,59.0,0.0,0.0,1.0,,,,0.0,59.0,0.0,0.0,1.0,14.0,0.0,0.0,,,,14.0,0.0,0.0
8,1490.0,1.825241,0.0,0.0,,,,1.825241,0.0,0.0,59.0,0.0,0.0,2.0,,,,0.0,59.0,0.0,0.0,2.0,14.0,0.0,0.0,,,,14.0,0.0,0.0
0,1490.0,,,,,,,0.020579,0.0,0.0,53.0,0.0,0.0,1.0,45.0,0.0,0.0,1.0,49.0,4.0,4.0,2.0,12.0,4.0,4.0,8.0,0.0,0.0,12.0,4.0,4.0
6,1490.0,,,,,,,0.020579,0.0,0.0,45.0,0.0,0.0,1.0,53.0,0.0,0.0,1.0,49.0,4.0,4.0,2.0,12.0,4.0,4.0,16.0,0.0,0.0,12.0,4.0,4.0
3,1490.0,,,,,,,,,,,,,0.0,59.0,0.0,0.0,1.0,59.0,0.0,0.0,1.0,,,,14.0,0.0,0.0,14.0,0.0,0.0
8,1495.0,2.041172,0.0,0.0,,,,2.041172,0.0,0.0,59.0,0.0,0.0,2.0,,,,0.0,59.0,0.0,0.0,2.0,14.0,0.0,0.0,,,,14.0,0.0,0.0
6,1495.0,,,,,,,,,,,,,0.0,59.0,0.0,0.0,1.0,59.0,0.0,0.0,1.0,,,,14.0,0.0,0.0,14.0,0.0,0.0
7,1495.0,,,,,,,,,,,,,0.0,59.0,0.0,0.0,1.0,59.0,0.0,0.0,1.0,,,,14.0,0.0,0.0,14.0,0.0,0.0
8,1505.0,1.5736285,0.7464295,0.7464295,,,,1.5736285,0.7464295,0.7464295,59.0,0.0,0.0,3.0,,,,0.0,59.0,0.0,0.0,3.0,14.0,0.0,0.0,,,,14.0,0.0,0.0
0,1505.0,,,,,,,,,,,,,0.0,59.0,0.0,0.0,1.0,59.0,0.0,0.0,1.0,,,,14.0,0.0,0.0,14.0,0.0,0.0
3,1505.0,,,,,,,,,,,,,0.0,59.0,0.0,0.0,1.0,59.0,0.0,0.0,1.0,,,,14.0,0.0,0.0,14.0,0.0,0.0
8,1510.0,3.230223,0.0,0.0,,,,3.230223,0.0,0.0,59.0,0.0,0.0,2.0,,,,0.0,59.0,0.0,0.0,2.0,14.0,0.0,0.0,,,,14.0,0.0,0.0
6,1510.0,,,,,,,,,,,,,0.0,59.0,0.0,0.0,1.0,59.0,0.0,0.0,1.0,,,,14.0,0.0,0.0,14.0,0.0,0.0
7,1510.0,,,,,,,,,,,,,0.0,59.0,0.0,0.0,1.0,59.0,0.0,0.0,1.0,,,,14.0,0.0,0.0,14.0,0.0,0.0
6,1515.0,0.035059,0.0,0.0,,,,0.035059,0.0,0.0,53.0,1.0,1.0,2.0,,,,0.0,53.0,1.0,1.0,2.0,16.0,1.0,1.0,,,,16.0,1.0,1.0
0,1515.0,0.0496103,0.0193373,0.010424,1.2112703,1.6048493,0.083333,0.5263169,1.2060185,0.009179,50.5,3.6,2.5,4.0,51.8,1.5,1.0,4.0,51.1,2.8,1.5,8.0,12.1,4.5,1.5,14.8,1.5,1.0,12.1,4.5,1.5
8,1520.0,1.002177,0.0,0.0,,,,1.002177,0.0,0.0,59.0,0.0,0.0,2.0,,,,0.0,59.0,0.0,0.0,2.0,14.0,0.0,0.0,,,,14.0,0.0,0.0
0,1520.0,,,,,,,,,,,,,0.0,59.0,0.0,0.0,1.0,59.0,0.0,0.0,1.0,,,,14.0,0.0,0.0,14.0,0.0,0.0
8,1525.0,1.5510235,1.1057855,1.1057855,,,,1.5510235,1.1057855,1.1057855,59.0,0.0,0.0,3.0,,,,0.0,59.0,0.0,0.0,3.0,14.0,0.0,0.0,,,,14.0,0.0,0.0
3,1525.0,,,,,,,,,,,,,0.0,59.0,0.0,0.0,1.0,59.0,0.0,0.0,1.0,,,,14.0,0.0,0.0,14.0,0.0,0.0
6,1525.0,,,,,,,,,,,,,0.0,59.0,0.0,0.0,1.0,59.0,0.0,0.0,1.0,,,,14.0,0.0,0.0,14.0,0.0,0.0
7,1525.0,,,,,,,,,,,,,0.0,59.0,0.0,0.0,1.0,59.0,0.0,0.0,1.0,,,,14.0,0.0,0.0,14.0,0.0,0.0
8,1535.0,0.537976,0.0,0.0,,,,0.537976,0.0,0.0,59.0,0.0,0.0,2.0,,,,0.0,59.0,0.0,0.0,2.0,14.0,0.0,0.0,,,,14.0,0.0,0.0
0,1535.0,,,,,,,,,,,,,0.0,59.0,0.0,0.0,1.0,59.0,0.0,0.0,1.0,,,,14.0,0.0,0.0,14.0,0.0,0.0
8,1540.0,1.488051,0.526928,0.526928,,,,1.488051,0.526928,0.526928,59.0,0.0,0.0,3.0,,,,0.0,59.0,0.0,0.0,3.0,14.0,0.0,0.0,,,,14.0,0.0,0.0
6,1540.0,,,,,,,,,,,,,0.0,59.0,0.0,0.0,1.0,59.0,0.0,0.0,1.0,,,,14.0,0.0,0.0,14.0,0.0,0.0
3,1540.0,,,,,,,,,,,,,0.0,59.0,0.0,0.0,1.0,59.0,0.0,0.0,1.0,,,,14.0,0.0,0.0,14.0,0.0,0.0
7,1540.0,,,,,,,,,,,,,0.0,59.0,0.0,0.0,1.0,59.0,0.0,0.0,1.0,,,,14.0,0.0,0.0,14.0,0.0,0.0
6,1545.0,0.040939,0.001102,0.001102,,,,0.040939,0.001102,0.001102,47.3,3.3,0.0,3.0,,,,0.0,47.3,3.3,0.0,3.0,10.3,3.3,0.0,,,,10.3,3.3,0.0
0,1545.0,,,,0.040939,0.001102,0.001102,0.040939,0.001102,0.001102,,,,0.0,47.3,3.3,0.0,3.0,47.3,3.3,0.0,3.0,,,,10.3,3.3,0.0,10.3,3.3,0.0
8,1550.0,,,,,,,,,,59.0,0.0,0.0,1.0,,,,0.0,59.0,0.0,0.0,1.0,14.0,0.0,0.0,,,,14.0,0.0,0.0
0,1550.0,,,,,,,,,,,,,0.0,59.0,0.0,0.0,1.0,59.0,0.0,0.0,1.0,,,,14.0,0.0,0.0,14.0,0.0,0.0
8,1555.0,1.1175483,0.9469905,0.840107,,,,1.1175483,0.9469905,0.840107,59.0,0.0,0.0,4.0,,,,0.0,59.0,0.0,0.0,4.0,14.0,0.0,0.0,,,,14.0,0.0,0.0
6,1555.0,,,,,,,,,,,,,0.0,59.0,0.0,0.0,1.0,59.0,0.0,0.0,1.0,,,,14.0,0.0,0.0,14.0,0.0,0.0
3,1555.0,,,,0.5578308,0.6115533,0.2684875,0.4781407,0.5925012,0.025562,48.0,0.0,0.0,1.0,54.0,2.7,3.0,7.0,53.2,3.2,1.5,8.0,9.2,5.7,3.0,9.0,6.1,2.0,9.2,5.7,3.0
0,1555.0,0.1112921,0.1505065,0.01745,0.2851437,0.3905405,0.05692,0.0842711,0.137176,0.007885,51.8,3.7,3.0,16.0,47.2,1.9,2.0,5.0,50.7,3.9,3.0,21.0,8.3,5.1,6.0,10.2,1.9,2.0,8.3,5.1,6.0
7,1555.0,,,,,,,,,,,,,0.0,59.0,0.0,0.0,1.0,59.0,0.0,0.0,1.0,,,,14.0,0.0,0.0,14.0,0.0,0.0
7,1560.0,0.0541235,0.0360355,0.0360355,0.0497083,0.0089018,0.00246,0.027244,0.0128916,0.010946,47.7,2.1,2.0,3.0,51.2,4.1,2.5,4.0,49.7,3.8,5.0,7.0,8.1,4.3,5.0,6.2,4.6,3.0,8.1,4.3,5.0
0,1560.0,0.2887322,0.3099809,0.019993,0.2988824,0.3181,0.072071,0.1358556,0.2389114,0.013048,50.8,3.4,2.5,6.0,47.3,1.8,1.0,6.0,49.1,3.3,1.0,12.0,9.4,3.8,2.0,10.3,1.8,1.0,9.4,3.8,2.0
6,1560.0,0.2766145,0.2205925,0.2205925,0.486473,0.0,0.0,0.1383072,0.1897871,0.008401,47.0,1.4,0.0,3.0,50.0,0.0,0.0,2.0,48.2,1.8,2.0,5.0,11.2,1.8,2.0,13.0,0.0,0.0,11.2,1.8,2.0
0,1565.0,,,,,,,0.020965,0.0,0.0,53.0,0.0,0.0,1.0,45.0,0.0,0.0,1.0,49.0,4.0,4.0,2.0,12.0,4.0,4.0,8.0,0.0,0.0,12.0,4.0,4.0
6,1565.0,,,,,,,0.020965,0.0,0.0,45.0,0.0,0.0,1.0,53.0,0.0,0.0,1.0,49.0,4.0,4.0,2.0,12.0,4.0,4.0,16.0,0.0,0.0,12.0,4.0,4.0
8,1570.0,1.3944267,1.6986347,0.018154,,,,1.3944267,1.6986347,0.018154,59.0,0.0,0.0,4.0,,,,0.0,59.0,0.0,0.0,4.0,14.0,0.0,0.0,,,,14.0,0.0,0.0
0,1570.0,,,,0.538892,0.0,0.0,0.269446,0.250412,0.250412,53.0,0.0,0.0,1.0,52.0,7.0,7.0,2.0,52.3,5.7,6.0,3.0,12.7,3.4,2.0,11.0,3.0,3.0,12.7,3.4,2.0
6,1570.0,,,,0.317459,0.0,0.0,0.1682465,0.1492125,0.1492125,45.0,0.0,0.0,1.0,56.0,3.0,3.0,2.0,52.3,5.7,6.0,3.0,12.7,3.4,2.0,15.0,1.0,1.0,12.7,3.4,2.0
3,1570.0,,,,,,,,,,,,,0.0,59.0,0.0,0.0,1.0,59.0,0.0,0.0,1.0,,,,14.0,0.0,0.0,14.0,0.0,0.0
8,1575.0,,,,,,,,,,59.0,0.0,0.0,1.0,,,,0.0,59.0,0.0,0.0,1.0,14.0,0.0,0.0,,,,14.0,0.0,0.0
7,1575.0,,,,,,,,,,,,,0.0,59.0,0.0,0.0,1.0,59.0,0.0,0.0,1.0,,,,14.0,0.0,0.0,14.0,0.0,0.0
6,1575.0,0.0201713,0.0109989,0.004009,,,,0.0201713,0.0109989,0.004009,49.0,4.1,3.5,4.0,,,,0.0,49.0,4.1,3.5,4.0,12.0,4.1,3.5,,,,12.0,4.1,3.5
0,1575.0,,,,0.0201713,0.0109989,0.004009,0.0201713,0.0109989,0.004009,,,,0.0,49.0,4.1,3.5,4.0,49.0,4.1,3.5,4.0,,,,12.0,4.1,3.5,12.0,4.1,3.5
8,1585.0,1.1130257,0.7720447,0.27224,,,,1.1130257,0.7720447,0.27224,59.0,0.0,0.0,4.0,,,,0.0,59.0,0.0,0.0,4.0,14.0,0.0,0.0,,,,14.0,0.0,0.0
6,1585.0,,,,,,,,,,,,,0.0,59.0,0.0,0.0,1.0,59.0,0.0,0.0,1.0,,,,14.0,0.0,0.0,14.0,0.0,0.0
0,1585.0,,,,,,,,,,,,,0.0,59.0,0.0,0.0,1.0,59.0,0.0,0.0,1.0,,,,14.0,0.0,0.0,14.0,0.0,0.0
7,1585.0,,,,,,,,,,,,,0.0,59.0,0.0,0.0,1.0,59.0,0.0,0.0,1.0,,,,14.0,0.0,0.0,14.0,0.0,0.0
8,1590.0,,,,,,,,,,59.0,0.0,0.0,1.0,,,,0.0,59.0,0.0,0.0,1.0,14.0,0.0,0.0,,,,14.0,0.0,0.0
3,1590.0,,,,,,,,,,,,,0.0,59.0,0.0,0.0,1.0,59.0,0.0,0.0,1.0,,,,14.0,0.0,0.0,14.0,0.0,0.0
3,1595.0,0.095401,0.0,0.0,0.096694,0.0,0.0,0.0496207,0.0045475,0.001293,50.0,0.0,0.0,2.0,53.0,0.0,0.0,2.0,51.5,1.5,1.5,4.0,14.5,1.5,1.5,16.0,0.0,0.0,14.5,1.5,1.5
0,1595.0,0.096694,0.0,0.0,0.095401,0.0,0.0,0.0496207,0.0045475,0.001293,53.0,0.0,0.0,2.0,50.0,0.0,0.0,2.0,51.5,1.5,1.5,4.0,14.5,1.5,1.5,13.0,0.0,0.0,14.5,1.5,1.5
8,1600.0,1.3924947,0.6214333,0.020024,,,,1.3924947,0.6214333,0.020024,59.0,0.0,0.0,4.0,,,,0.0,59.0,0.0,0.0,4.0,14.0,0.0,0.0,,,,14.0,0.0,0.0
6,1600.0,,,,,,,,,,,,,0.0,59.0,0.0,0.0,1.0,59.0,0.0,0.0,1.0,,,,14.0,0.0,0.0,14.0,0.0,0.0
0,1600.0,,,,,,,,,,,,,0.0,59.0,0.0,0.0,1.0,59.0,0.0,0.0,1.0,,,,14.0,0.0,0.0,14.0,0.0,0.0
7,1600.0,,,,,,,,,,,,,0.0,59.0,0.0,0.0,1.0,59.0,0.0,0.0,1.0,,,,14.0,0.0,0.0,14.0,0.0,0.0
6,1605.0,1.2322107,1.6912326,0.006242,,,,1.2322107,1.6912326,0.006242,48.0,3.1,2.5,4.0,,,,0.0,48.0,3.1,2.5,4.0,11.0,3.1,2.5,,,,11.0,3.1,2.5
0,1605.0,,,,1.2322107,1.6912326,0.006242,1.2322107,1.6912326,0.006242,,,,0.0,48.0,3.1,2.5,4.0,48.0,3.1,2.5,4.0,,,,11.0,3.1,2.5,11.0,3.1,2.5
8,1605.0,,,,,,,,,,59.0,0.0,0.0,1.0,,,,0.0,59.0,0.0,0.0,1.0,14.0,0.0,0.0,,,,14.0,0.0,0.0
3,1605.0,,,,,,,,,,,,,0.0,59.0,0.0,0.0,1.0,59.0,0.0,0.0,1.0,,,,14.0,0.0,0.0,14.0,0.0,0.0
0,1610.0,0.0791905,0.0386915,0.0386915,0.032107,0.0,0.0,0.0395952,0.0210062,0.013325,51.7,4.7,0.0,3.0,47.0,2.0,2.0,2.0,49.8,4.5,4.0,5.0,6.4,3.9,4.0,10.0,2.0,2.0,6.4,3.9,4.0
8,1615.0,2.1429145,0.3982405,0.3982405,,,,2.1429145,0.3982405,0.3982405,59.0,0.0,0.0,3.0,,,,0.0,59.0,0.0,0.0,3.0,14.0,0.0,0.0,,,,14.0,0.0,0.0
6,1615.0,,,,,,,,,,,,,0.0,59.0,0.0,0.0,1.0,59.0,0.0,0.0,1.0,,,,14.0,0.0,0.0,14.0,0.0,0.0
0,1615.0,,,,,,,,,,,,,0.0,59.0,0.0,0.0,1.0,59.0,0.0,0.0,1.0,,,,14.0,0.0,0.0,14.0,0.0,0.0
