addr,time,in_mean_inter_time,in_std_inter_time,in_mad_inter_time,out_mean_inter_time,out_std_inter_time,out_mad_inter_time,tot_mean_inter_time,tot_std_inter_time,tot_mad_inter_time,in_mean_length,in_std_length,in_mad_length,in_count,out_mean_length,out_std_length,out_mad_length,out_count,tot_mean_length,tot_std_length,tot_mad_length,tot_count,in_mean_payload_data_length,in_std_payload_data_length,in_mad_payload_data_length,out_mean_payload_data_length,out_std_payload_data_length,out_mad_payload_data_length,tot_mean_payload_data_length,tot_std_payload_data_length,tot_mad_payload_data_length
6,24845.0,,,,,,,,,,,,,0.0,59.0,0.0,0.0,1.0,59.0,0.0,0.0,1.0,,,,14.0,0.0,0.0,14.0,0.0,0.0
0,24845.0,,,,,,,,,,,,,0.0,59.0,0.0,0.0,1.0,59.0,0.0,0.0,1.0,,,,14.0,0.0,0.0,14.0,0.0,0.0
2,24845.0,,,,,,,,,,,,,0.0,12.0,0.0,0.0,1.0,12.0,0.0,0.0,1.0,,,,,,,,,
3,24850.0,,,,,,,,,,12.0,0.0,0.0,1.0,,,,0.0,12.0,0.0,0.0,1.0,,,,,,,,,
2,24850.0,,,,,,,,,,,,,0.0,12.0,0.0,0.0,1.0,12.0,0.0,0.0,1.0,,,,,,,,,
8,24855.0,,,,,,,,,,59.0,0.0,0.0,1.0,,,,0.0,59.0,0.0,0.0,1.0,14.0,0.0,0.0,,,,14.0,0.0,0.0
3,24855.0,,,,,,,,,,12.0,0.0,0.0,1.0,,,,0.0,12.0,0.0,0.0,1.0,,,,,,,,,
2,24855.0,,,,,,,,,,,,,0.0,12.0,0.0,0.0,1.0,12.0,0.0,0.0,1.0,,,,,,,,,
8,24860.0,1.0672165,0.3144205,0.3144205,,,,1.0672165,0.3144205,0.3144205,59.0,0.0,0.0,3.0,,,,0.0,59.0,0.0,0.0,3.0,14.0,0.0,0.0,,,,14.0,0.0,0.0
7,24860.0,,,,,,,,,,,,,0.0,59.0,0.0,0.0,1.0,59.0,0.0,0.0,1.0,,,,14.0,0.0,0.0,14.0,0.0,0.0
3,24860.0,,,,,,,2.659505,0.0,0.0,12.0,0.0,0.0,1.0,59.0,0.0,0.0,1.0,35.5,23.5,23.5,2.0,,,,14.0,0.0,0.0,,,
6,24860.0,,,,,,,,,,,,,0.0,59.0,0.0,0.0,1.0,59.0,0.0,0.0,1.0,,,,14.0,0.0,0.0,14.0,0.0,0.0
2,24860.0,,,,,,,,,,,,,0.0,12.0,0.0,0.0,1.0,12.0,0.0,0.0,1.0,,,,,,,,,
8,24865.0,,,,,,,,,,59.0,0.0,0.0,1.0,,,,0.0,59.0,0.0,0.0,1.0,14.0,0.0,0.0,,,,14.0,0.0,0.0
0,24865.0,,,,0.8733485,1.1770235,0.2356255,0.6986788,1.1075859,0.030218,53.0,0.0,0.0,1.0,51.0,5.4,7.0,5.0,51.3,5.0,4.0,6.0,13.0,3.7,2.0,12.4,3.7,3.0,13.0,3.7,2.0
6,24865.0,0.2028597,0.2212643,0.00378,,,,0.1521448,0.1998395,0.015109,49.0,4.1,3.5,4.0,53.0,0.0,0.0,1.0,49.8,4.0,2.0,5.0,12.8,4.0,2.0,16.0,0.0,0.0,12.8,4.0,2.0
3,24865.0,,,,,,,,,,12.0,0.0,0.0,1.0,,,,0.0,12.0,0.0,0.0,1.0,,,,,,,,,
2,24865.0,,,,,,,,,,,,,0.0,12.0,0.0,0.0,1.0,12.0,0.0,0.0,1.0,,,,,,,,,
8,24870.0,,,,,,,,,,59.0,0.0,0.0,1.0,,,,0.0,59.0,0.0,0.0,1.0,14.0,0.0,0.0,,,,14.0,0.0,0.0
0,24870.0,0.007809,0.0,0.0,,,,0.0148435,0.0070345,0.0070345,53.0,0.0,0.0,2.0,45.0,0.0,0.0,1.0,50.3,3.8,0.0,3.0,13.3,3.8,0.0,8.0,0.0,0.0,13.3,3.8,0.0
6,24870.0,,,,0.007809,0.0,0.0,0.0148435,0.0070345,0.0070345,45.0,0.0,0.0,1.0,53.0,0.0,0.0,2.0,50.3,3.8,0.0,3.0,13.3,3.8,0.0,16.0,0.0,0.0,13.3,3.8,0.0
3,24870.0,,,,,,,,,,12.0,0.0,0.0,1.0,,,,0.0,12.0,0.0,0.0,1.0,,,,,,,,,
2,24870.0,,,,,,,,,,,,,0.0,12.0,0.0,0.0,1.0,12.0,0.0,0.0,1.0,,,,,,,,,
8,24875.0,0.978383,0.794097,0.794097,,,,0.978383,0.794097,0.794097,59.0,0.0,0.0,3.0,,,,0.0,59.0,0.0,0.0,3.0,14.0,0.0,0.0,,,,14.0,0.0,0.0
3,24875.0,,,,,,,3.142918,0.0,0.0,12.0,0.0,0.0,1.0,59.0,0.0,0.0,1.0,35.5,23.5,23.5,2.0,,,,14.0,0.0,0.0,,,
6,24875.0,,,,,,,,,,,,,0.0,59.0,0.0,0.0,1.0,59.0,0.0,0.0,1.0,,,,14.0,0.0,0.0,14.0,0.0,0.0
7,24875.0,,,,,,,,,,,,,0.0,59.0,0.0,0.0,1.0,59.0,0.0,0.0,1.0,,,,14.0,0.0,0.0,14.0,0.0,0.0
2,24875.0,,,,,,,,,,,,,0.0,12.0,0.0,0.0,1.0,12.0,0.0,0.0,1.0,,,,,,,,,
8,24880.0,,,,,,,,,,59.0,0.0,0.0,1.0,,,,0.0,59.0,0.0,0.0,1.0,14.0,0.0,0.0,,,,14.0,0.0,0.0
0,24880.0,,,,,,,,,,,,,0.0,59.0,0.0,0.0,1.0,59.0,0.0,0.0,1.0,,,,14.0,0.0,0.0,14.0,0.0,0.0
3,24880.0,,,,,,,,,,12.0,0.0,0.0,1.0,,,,0.0,12.0,0.0,0.0,1.0,,,,,,,,,
2,24880.0,,,,,,,,,,,,,0.0,12.0,0.0,0.0,1.0,12.0,0.0,0.0,1.0,,,,,,,,,
8,24885.0,,,,,,,,,,59.0,0.0,0.0,1.0,,,,0.0,59.0,0.0,0.0,1.0,14.0,0.0,0.0,,,,14.0,0.0,0.0
3,24885.0,,,,,,,,,,12.0,0.0,0.0,1.0,,,,0.0,12.0,0.0,0.0,1.0,,,,,,,,,
2,24885.0,,,,,,,,,,,,,0.0,12.0,0.0,0.0,1.0,12.0,0.0,0.0,1.0,,,,,,,,,
8,24890.0,0.6663365,0.0305135,0.0305135,,,,0.6663365,0.0305135,0.0305135,59.0,0.0,0.0,3.0,,,,0.0,59.0,0.0,0.0,3.0,14.0,0.0,0.0,,,,14.0,0.0,0.0
3,24890.0,,,,,,,2.100129,0.0,0.0,12.0,0.0,0.0,1.0,59.0,0.0,0.0,1.0,35.5,23.5,23.5,2.0,,,,14.0,0.0,0.0,,,
6,24890.0,,,,,,,,,,,,,0.0,59.0,0.0,0.0,1.0,59.0,0.0,0.0,1.0,,,,14.0,0.0,0.0,14.0,0.0,0.0
7,24890.0,,,,,,,,,,,,,0.0,59.0,0.0,0.0,1.0,59.0,0.0,0.0,1.0,,,,14.0,0.0,0.0,14.0,0.0,0.0
2,24890.0,,,,,,,,,,,,,0.0,12.0,0.0,0.0,1.0,12.0,0.0,0.0,1.0,,,,,,,,,
6,24895.0,0.0303553,0.0115996,0.001717,,,,0.1479973,0.2040093,0.01271,46.8,3.0,0.0,4.0,53.0,0.0,0.0,1.0,48.0,3.7,0.0,5.0,11.0,3.7,0.0,16.0,0.0,0.0,11.0,3.7,0.0
0,24895.0,,,,0.161995,0.2282278,0.01271,0.129596,0.1861458,0.01659,53.0,0.0,0.0,1.0,49.2,5.6,0.0,5.0,49.8,5.3,3.5,6.0,11.5,3.5,3.0,10.6,3.2,0.0,11.5,3.5,3.0
8,24895.0,,,,,,,,,,59.0,0.0,0.0,1.0,,,,0.0,59.0,0.0,0.0,1.0,14.0,0.0,0.0,,,,14.0,0.0,0.0
3,24895.0,,,,,,,,,,12.0,0.0,0.0,1.0,,,,0.0,12.0,0.0,0.0,1.0,,,,,,,,,
2,24895.0,,,,,,,,,,,,,0.0,12.0,0.0,0.0,1.0,12.0,0.0,0.0,1.0,,,,,,,,,
8,24900.0,,,,,,,,,,59.0,0.0,0.0,1.0,,,,0.0,59.0,0.0,0.0,1.0,14.0,0.0,0.0,,,,14.0,0.0,0.0
7,24900.0,0.509505,0.0,0.0,,,,0.2547525,0.2325595,0.2325595,33.0,21.0,21.0,2.0,54.0,0.0,0.0,1.0,40.0,19.8,0.0,3.0,,,,6.0,0.0,0.0,,,
1,24900.0,,,,0.509505,0.0,0.0,0.509505,0.0,0.0,,,,0.0,33.0,21.0,21.0,2.0,33.0,21.0,21.0,2.0,,,,,,,,,
0,24900.0,2.045023,0.0,0.0,,,,1.035272,1.009751,1.009751,53.5,0.5,0.5,2.0,45.0,0.0,0.0,1.0,50.7,4.0,1.0,3.0,10.0,4.3,2.0,8.0,0.0,0.0,10.0,4.3,2.0
6,24900.0,,,,,,,0.025521,0.0,0.0,45.0,0.0,0.0,1.0,53.0,0.0,0.0,1.0,49.0,4.0,4.0,2.0,12.0,4.0,4.0,16.0,0.0,0.0,12.0,4.0,4.0
3,24900.0,,,,,,,,,,12.0,0.0,0.0,1.0,,,,0.0,12.0,0.0,0.0,1.0,,,,,,,,,
2,24900.0,,,,,,,,,,,,,0.0,12.0,0.0,0.0,1.0,12.0,0.0,0.0,1.0,,,,,,,,,
8,24905.0,,,,,,,,,,59.0,0.0,0.0,1.0,,,,0.0,59.0,0.0,0.0,1.0,14.0,0.0,0.0,,,,14.0,0.0,0.0
6,24905.0,,,,0.982515,0.0,0.0,0.5045805,0.4779345,0.4779345,45.0,0.0,0.0,1.0,56.0,3.0,3.0,2.0,52.3,5.7,6.0,3.0,12.7,3.4,2.0,15.0,1.0,1.0,12.7,3.4,2.0
0,24905.0,,,,,,,0.026646,0.0,0.0,53.0,0.0,0.0,1.0,45.0,0.0,0.0,1.0,49.0,4.0,4.0,2.0,12.0,4.0,4.0,8.0,0.0,0.0,12.0,4.0,4.0
3,24905.0,,,,,,,,,,12.0,0.0,0.0,1.0,,,,0.0,12.0,0.0,0.0,1.0,,,,,,,,,
2,24905.0,,,,,,,,,,,,,0.0,12.0,0.0,0.0,1.0,12.0,0.0,0.0,1.0,,,,,,,,,
8,24910.0,2.0865195,1.8112895,1.8112895,,,,2.0865195,1.8112895,1.8112895,59.0,0.0,0.0,3.0,,,,0.0,59.0,0.0,0.0,3.0,14.0,0.0,0.0,,,,14.0,0.0,0.0
3,24910.0,,,,,,,4.085159,0.0,0.0,12.0,0.0,0.0,1.0,59.0,0.0,0.0,1.0,35.5,23.5,23.5,2.0,,,,14.0,0.0,0.0,,,
7,24910.0,,,,,,,,,,,,,0.0,59.0,0.0,0.0,1.0,59.0,0.0,0.0,1.0,,,,14.0,0.0,0.0,14.0,0.0,0.0
0,24910.0,,,,,,,0.028986,0.0,0.0,53.0,0.0,0.0,1.0,45.0,0.0,0.0,1.0,49.0,4.0,4.0,2.0,12.0,4.0,4.0,8.0,0.0,0.0,12.0,4.0,4.0
6,24910.0,,,,,,,0.028986,0.0,0.0,45.0,0.0,0.0,1.0,53.0,0.0,0.0,1.0,49.0,4.0,4.0,2.0,12.0,4.0,4.0,16.0,0.0,0.0,12.0,4.0,4.0
2,24910.0,,,,,,,,,,,,,0.0,12.0,0.0,0.0,1.0,12.0,0.0,0.0,1.0,,,,,,,,,
8,24915.0,,,,,,,,,,59.0,0.0,0.0,1.0,,,,0.0,59.0,0.0,0.0,1.0,14.0,0.0,0.0,,,,14.0,0.0,0.0
0,24915.0,0.00757,0.0,0.0,0.96351,0.0,0.0,0.32117,0.4296566,0.01968,53.0,0.0,0.0,2.0,52.0,7.0,7.0,2.0,52.5,5.0,3.0,4.0,14.8,4.7,3.5,11.0,3.0,3.0,14.8,4.7,3.5
6,24915.0,,,,0.00757,0.0,0.0,0.01741,0.00984,0.00984,45.0,0.0,0.0,1.0,53.0,0.0,0.0,2.0,50.3,3.8,0.0,3.0,15.0,5.4,5.0,18.5,2.5,2.5,15.0,5.4,5.0
3,24915.0,,,,,,,,,,12.0,0.0,0.0,1.0,,,,0.0,12.0,0.0,0.0,1.0,,,,,,,,,
2,24915.0,,,,,,,,,,,,,0.0,12.0,0.0,0.0,1.0,12.0,0.0,0.0,1.0,,,,,,,,,
8,24920.0,,,,,,,,,,59.0,0.0,0.0,1.0,,,,0.0,59.0,0.0,0.0,1.0,14.0,0.0,0.0,,,,14.0,0.0,0.0
6,24920.0,,,,,,,,,,,,,0.0,59.0,0.0,0.0,1.0,59.0,0.0,0.0,1.0,,,,14.0,0.0,0.0,14.0,0.0,0.0
3,24920.0,,,,,,,,,,12.0,0.0,0.0,1.0,,,,0.0,12.0,0.0,0.0,1.0,,,,,,,,,
2,24920.0,,,,,,,,,,,,,0.0,12.0,0.0,0.0,1.0,12.0,0.0,0.0,1.0,,,,,,,,,
8,24925.0,1.230848,0.0,0.0,,,,1.230848,0.0,0.0,59.0,0.0,0.0,2.0,,,,0.0,59.0,0.0,0.0,2.0,14.0,0.0,0.0,,,,14.0,0.0,0.0
7,24925.0,,,,,,,,,,,,,0.0,59.0,0.0,0.0,1.0,59.0,0.0,0.0,1.0,,,,14.0,0.0,0.0,14.0,0.0,0.0
3,24925.0,0.508059,0.628308,0.086749,0.7612685,0.3115165,0.3115165,0.2623017,0.3546347,0.018558,41.0,17.1,4.5,4.0,52.3,5.7,6.0,3.0,45.9,14.6,6.0,7.0,,,,12.7,3.4,2.0,,,
2,24925.0,,,,0.7620885,0.7409785,0.7409785,0.7620885,0.7409785,0.7409785,,,,0.0,36.7,17.7,8.0,3.0,36.7,17.7,8.0,3.0,,,,,,,,,
0,24925.0,1.522537,0.0,0.0,0.258664,0.4063546,0.014062,0.2537562,0.3490436,0.026326,49.0,4.0,4.0,2.0,51.4,3.3,2.0,5.0,50.7,3.7,2.0,7.0,13.1,3.4,2.0,13.6,3.1,2.0,13.1,3.4,2.0
6,24925.0,0.024142,0.0127733,0.002188,,,,0.024142,0.0127733,0.002188,50.8,3.4,1.0,4.0,,,,0.0,50.8,3.4,1.0,4.0,13.8,3.4,1.0,,,,13.8,3.4,1.0
8,24930.0,2.227948,0.0,0.0,,,,2.227948,0.0,0.0,59.0,0.0,0.0,2.0,,,,0.0,59.0,0.0,0.0,2.0,14.0,0.0,0.0,,,,14.0,0.0,0.0
3,24930.0,,,,,,,,,,12.0,0.0,0.0,1.0,,,,0.0,12.0,0.0,0.0,1.0,,,,,,,,,
2,24930.0,,,,,,,,,,,,,0.0,12.0,0.0,0.0,1.0,12.0,0.0,0.0,1.0,,,,,,,,,
0,24930.0,,,,,,,,,,,,,0.0,59.0,0.0,0.0,1.0,59.0,0.0,0.0,1.0,,,,14.0,0.0,0.0,14.0,0.0,0.0
8,24935.0,,,,,,,,,,59.0,0.0,0.0,1.0,,,,0.0,59.0,0.0,0.0,1.0,14.0,0.0,0.0,,,,14.0,0.0,0.0
6,24935.0,,,,,,,,,,,,,0.0,59.0,0.0,0.0,1.0,59.0,0.0,0.0,1.0,,,,14.0,0.0,0.0,14.0,0.0,0.0
3,24935.0,,,,,,,,,,12.0,0.0,0.0,1.0,,,,0.0,12.0,0.0,0.0,1.0,,,,,,,,,
2,24935.0,,,,,,,,,,,,,0.0,12.0,0.0,0.0,1.0,12.0,0.0,0.0,1.0,,,,,,,,,
6,24940.0,,,,,,,,,,50.0,0.0,0.0,1.0,,,,0.0,50.0,0.0,0.0,1.0,13.0,0.0,0.0,,,,13.0,0.0,0.0
0,24940.0,,,,,,,,,,,,,0.0,50.0,0.0,0.0,1.0,50.0,0.0,0.0,1.0,,,,13.0,0.0,0.0,13.0,0.0,0.0
8,24940.0,0.011868,0.0,0.0,,,,0.011868,0.0,0.0,59.0,0.0,0.0,2.0,,,,0.0,59.0,0.0,0.0,2.0,14.0,0.0,0.0,,,,14.0,0.0,0.0
7,24940.0,,,,,,,,,,,,,0.0,59.0,0.0,0.0,1.0,59.0,0.0,0.0,1.0,,,,14.0,0.0,0.0,14.0,0.0,0.0
3,24940.0,,,,,,,1.012969,0.0,0.0,12.0,0.0,0.0,1.0,59.0,0.0,0.0,1.0,35.5,23.5,23.5,2.0,,,,14.0,0.0,0.0,,,
2,24940.0,,,,,,,,,,,,,0.0,12.0,0.0,0.0,1.0,12.0,0.0,0.0,1.0,,,,,,,,,
0,24945.0,,,,,,,0.035682,0.0,0.0,53.0,0.0,0.0,1.0,45.0,0.0,0.0,1.0,49.0,4.0,4.0,2.0,12.0,4.0,4.0,8.0,0.0,0.0,12.0,4.0,4.0
6,24945.0,,,,,,,0.035682,0.0,0.0,45.0,0.0,0.0,1.0,53.0,0.0,0.0,1.0,49.0,4.0,4.0,2.0,12.0,4.0,4.0,16.0,0.0,0.0,12.0,4.0,4.0
8,24945.0,,,,,,,,,,59.0,0.0,0.0,1.0,,,,0.0,59.0,0.0,0.0,1.0,14.0,0.0,0.0,,,,14.0,0.0,0.0
3,24945.0,,,,,,,,,,12.0,0.0,0.0,1.0,,,,0.0,12.0,0.0,0.0,1.0,,,,,,,,,
2,24945.0,,,,,,,,,,,,,0.0,12.0,0.0,0.0,1.0,12.0,0.0,0.0,1.0,,,,,,,,,
8,24950.0,2.554885,0.0,0.0,,,,2.554885,0.0,0.0,59.0,0.0,0.0,2.0,,,,0.0,59.0,0.0,0.0,2.0,14.0,0.0,0.0,,,,14.0,0.0,0.0
0,24950.0,,,,,,,,,,,,,0.0,59.0,0.0,0.0,1.0,59.0,0.0,0.0,1.0,,,,14.0,0.0,0.0,14.0,0.0,0.0
6,24950.0,,,,,,,,,,,,,0.0,59.0,0.0,0.0,1.0,59.0,0.0,0.0,1.0,,,,14.0,0.0,0.0,14.0,0.0,0.0
3,24950.0,,,,,,,,,,12.0,0.0,0.0,1.0,,,,0.0,12.0,0.0,0.0,1.0,,,,,,,,,
2,24950.0,,,,,,,,,,,,,0.0,12.0,0.0,0.0,1.0,12.0,0.0,0.0,1.0,,,,,,,,,
6,24955.0,0.0364315,0.0029725,0.0029725,,,,0.0364315,0.0029725,0.0029725,47.3,3.3,0.0,3.0,,,,0.0,47.3,3.3,0.0,3.0,10.3,3.3,0.0,,,,10.3,3.3,0.0
0,24955.0,,,,0.0364315,0.0029725,0.0029725,0.0364315,0.0029725,0.0029725,,,,0.0,47.3,3.3,0.0,3.0,47.3,3.3,0.0,3.0,,,,10.3,3.3,0.0,10.3,3.3,0.0
8,24955.0,,,,,,,,,,59.0,0.0,0.0,1.0,,,,0.0,59.0,0.0,0.0,1.0,14.0,0.0,0.0,,,,14.0,0.0,0.0
7,24955.0,,,,,,,,,,,,,0.0,59.0,0.0,0.0,1.0,59.0,0.0,0.0,1.0,,,,14.0,0.0,0.0,14.0,0.0,0.0
3,24955.0,,,,,,,,,,12.0,0.0,0.0,1.0,,,,0.0,12.0,0.0,0.0,1.0,,,,,,,,,
2,24955.0,,,,,,,,,,,,,0.0,12.0,0.0,0.0,1.0,12.0,0.0,0.0,1.0,,,,,,,,,
0,24960.0,,,,,,,4.637753,0.0,0.0,53.0,0.0,0.0,1.0,59.0,0.0,0.0,1.0,56.0,3.0,3.0,2.0,15.0,1.0,1.0,14.0,0.0,0.0,15.0,1.0,1.0
6,24960.0,,,,,,,,,,,,,0.0,53.0,0.0,0.0,1.0,53.0,0.0,0.0,1.0,,,,16.0,0.0,0.0,16.0,0.0,0.0
8,24960.0,4.229985,0.0,0.0,,,,4.229985,0.0,0.0,59.0,0.0,0.0,2.0,,,,0.0,59.0,0.0,0.0,2.0,14.0,0.0,0.0,,,,14.0,0.0,0.0
3,24960.0,,,,,,,3.866746,0.0,0.0,12.0,0.0,0.0,1.0,59.0,0.0,0.0,1.0,35.5,23.5,23.5,2.0,,,,14.0,0.0,0.0,,,
2,24960.0,,,,,,,,,,,,,0.0,12.0,0.0,0.0,1.0,12.0,0.0,0.0,1.0,,,,,,,,,
0,24965.0,,,,,,,0.023944,0.0,0.0,53.0,0.0,0.0,1.0,45.0,0.0,0.0,1.0,49.0,4.0,4.0,2.0,12.0,4.0,4.0,8.0,0.0,0.0,12.0,4.0,4.0
6,24965.0,,,,3.093423,0.0,0.0,1.5467115,1.5227675,1.5227675,45.0,0.0,0.0,1.0,56.0,3.0,3.0,2.0,52.3,5.7,6.0,3.0,12.7,3.4,2.0,15.0,1.0,1.0,12.7,3.4,2.0
8,24965.0,1.612142,0.0,0.0,,,,1.612142,0.0,0.0,59.0,0.0,0.0,2.0,,,,0.0,59.0,0.0,0.0,2.0,14.0,0.0,0.0,,,,14.0,0.0,0.0
3,24965.0,,,,,,,,,,12.0,0.0,0.0,1.0,,,,0.0,12.0,0.0,0.0,1.0,,,,,,,,,
2,24965.0,,,,,,,,,,,,,0.0,12.0,0.0,0.0,1.0,12.0,0.0,0.0,1.0,,,,,,,,,
3,24970.0,,,,,,,,,,12.0,0.0,0.0,1.0,,,,0.0,12.0,0.0,0.0,1.0,,,,,,,,,
2,24970.0,,,,,,,,,,,,,0.0,12.0,0.0,0.0,1.0,12.0,0.0,0.0,1.0,,,,,,,,,
8,24975.0,1.136378,0.0,0.0,,,,1.136378,0.0,0.0,59.0,0.0,0.0,2.0,,,,0.0,59.0,0.0,0.0,2.0,14.0,0.0,0.0,,,,14.0,0.0,0.0
3,24975.0,,,,,,,4.429455,0.0,0.0,12.0,0.0,0.0,1.0,59.0,0.0,0.0,1.0,35.5,23.5,23.5,2.0,,,,14.0,0.0,0.0,,,
7,24975.0,,,,,,,,,,,,,0.0,59.0,0.0,0.0,1.0,59.0,0.0,0.0,1.0,,,,14.0,0.0,0.0,14.0,0.0,0.0
2,24975.0,,,,,,,,,,,,,0.0,12.0,0.0,0.0,1.0,12.0,0.0,0.0,1.0,,,,,,,,,
8,24980.0,1.2963705,0.1860045,0.1860045,,,,1.2963705,0.1860045,0.1860045,59.0,0.0,0.0,3.0,,,,0.0,59.0,0.0,0.0,3.0,14.0,0.0,0.0,,,,14.0,0.0,0.0
0,24980.0,0.097128,0.0,0.0,0.8411683,0.6780855,0.593344,0.504701,0.6566439,0.00959,53.0,0.0,0.0,2.0,51.0,5.0,2.5,4.0,51.7,4.2,1.5,6.0,13.3,2.7,1.5,12.0,2.3,0.5,13.3,2.7,1.5
3,24980.0,1.047432,0.950777,0.950777,0.097128,0.0,0.0,0.523716,0.820501,0.004795,37.3,17.9,0.0,3.0,53.0,0.0,0.0,2.0,43.6,15.9,3.0,5.0,,,,16.0,0.0,0.0,,,
6,24980.0,,,,,,,0.069236,0.0,0.0,45.0,0.0,0.0,1.0,59.0,0.0,0.0,1.0,52.0,7.0,7.0,2.0,11.0,3.0,3.0,14.0,0.0,0.0,11.0,3.0,3.0
2,24980.0,,,,,,,,,,,,,0.0,12.0,0.0,0.0,1.0,12.0,0.0,0.0,1.0,,,,,,,,,
6,24985.0,0.0397275,0.0008505,0.0008505,,,,0.0397275,0.0008505,0.0008505,47.3,3.3,0.0,3.0,,,,0.0,47.3,3.3,0.0,3.0,10.3,3.3,0.0,,,,10.3,3.3,0.0
0,24985.0,,,,0.0397275,0.0008505,0.0008505,0.0397275,0.0008505,0.0008505,,,,0.0,47.3,3.3,0.0,3.0,47.3,3.3,0.0,3.0,,,,10.3,3.3,0.0,10.3,3.3,0.0
3,24985.0,,,,,,,,,,12.0,0.0,0.0,1.0,,,,0.0,12.0,0.0,0.0,1.0,,,,,,,,,
2,24985.0,,,,,,,,,,,,,0.0,12.0,0.0,0.0,1.0,12.0,0.0,0.0,1.0,,,,,,,,,
8,24990.0,1.26097,0.0,0.0,,,,1.26097,0.0,0.0,59.0,0.0,0.0,2.0,,,,0.0,59.0,0.0,0.0,2.0,14.0,0.0,0.0,,,,14.0,0.0,0.0
3,24990.0,,,,,,,3.939647,0.0,0.0,12.0,0.0,0.0,1.0,59.0,0.0,0.0,1.0,35.5,23.5,23.5,2.0,,,,14.0,0.0,0.0,,,
7,24990.0,,,,,,,,,,,,,0.0,59.0,0.0,0.0,1.0,59.0,0.0,0.0,1.0,,,,14.0,0.0,0.0,14.0,0.0,0.0
2,24990.0,,,,,,,,,,,,,0.0,12.0,0.0,0.0,1.0,12.0,0.0,0.0,1.0,,,,,,,,,
8,24995.0,0.254566,0.0,0.0,,,,0.254566,0.0,0.0,59.0,0.0,0.0,2.0,,,,0.0,59.0,0.0,0.0,2.0,14.0,0.0,0.0,,,,14.0,0.0,0.0
6,24995.0,,,,,,,,,,,,,0.0,59.0,0.0,0.0,1.0,59.0,0.0,0.0,1.0,,,,14.0,0.0,0.0,14.0,0.0,0.0
3,24995.0,,,,,,,,,,12.0,0.0,0.0,1.0,,,,0.0,12.0,0.0,0.0,1.0,,,,,,,,,
2,24995.0,,,,,,,,,,,,,0.0,12.0,0.0,0.0,1.0,12.0,0.0,0.0,1.0,,,,,,,,,
0,25000.0,,,,,,,0.025642,0.0,0.0,53.0,0.0,0.0,1.0,45.0,0.0,0.0,1.0,49.0,4.0,4.0,2.0,12.5,4.5,4.5,8.0,0.0,0.0,12.5,4.5,4.5
6,25000.0,,,,,,,0.025642,0.0,0.0,45.0,0.0,0.0,1.0,53.0,0.0,0.0,1.0,49.0,4.0,4.0,2.0,12.5,4.5,4.5,17.0,0.0,0.0,12.5,4.5,4.5
3,25000.0,,,,,,,,,,12.0,0.0,0.0,1.0,,,,0.0,12.0,0.0,0.0,1.0,,,,,,,,,
2,25000.0,,,,,,,,,,,,,0.0,12.0,0.0,0.0,1.0,12.0,0.0,0.0,1.0,,,,,,,,,
8,25005.0,0.949093,0.0,0.0,,,,0.949093,0.0,0.0,59.0,0.0,0.0,2.0,,,,0.0,59.0,0.0,0.0,2.0,14.0,0.0,0.0,,,,14.0,0.0,0.0
3,25005.0,,,,,,,4.377754,0.0,0.0,12.0,0.0,0.0,1.0,59.0,0.0,0.0,1.0,35.5,23.5,23.5,2.0,,,,14.0,0.0,0.0,,,
7,25005.0,,,,,,,,,,,,,0.0,59.0,0.0,0.0,1.0,59.0,0.0,0.0,1.0,,,,14.0,0.0,0.0,14.0,0.0,0.0
0,25005.0,,,,,,,0.025739,0.0,0.0,53.0,0.0,0.0,1.0,45.0,0.0,0.0,1.0,49.0,4.0,4.0,2.0,12.0,4.0,4.0,8.0,0.0,0.0,12.0,4.0,4.0
6,25005.0,,,,,,,0.025739,0.0,0.0,45.0,0.0,0.0,1.0,53.0,0.0,0.0,1.0,49.0,4.0,4.0,2.0,12.0,4.0,4.0,16.0,0.0,0.0,12.0,4.0,4.0
2,25005.0,,,,,,,,,,,,,0.0,12.0,0.0,0.0,1.0,12.0,0.0,0.0,1.0,,,,,,,,,
8,25010.0,1.773361,0.0,0.0,,,,1.773361,0.0,0.0,59.0,0.0,0.0,2.0,,,,0.0,59.0,0.0,0.0,2.0,14.0,0.0,0.0,,,,14.0,0.0,0.0
0,25010.0,,,,1.864715,0.0,0.0,0.9323575,0.8998415,0.8998415,53.0,0.0,0.0,1.0,52.0,7.0,7.0,2.0,52.3,5.7,6.0,3.0,12.7,3.4,2.0,11.0,3.0,3.0,12.7,3.4,2.0
6,25010.0,,,,,,,0.032516,0.0,0.0,45.0,0.0,0.0,1.0,53.0,0.0,0.0,1.0,49.0,4.0,4.0,2.0,12.0,4.0,4.0,16.0,0.0,0.0,12.0,4.0,4.0
3,25010.0,,,,,,,,,,12.0,0.0,0.0,1.0,,,,0.0,12.0,0.0,0.0,1.0,,,,,,,,,
2,25010.0,,,,,,,,,,,,,0.0,12.0,0.0,0.0,1.0,12.0,0.0,0.0,1.0,,,,,,,,,
0,25015.0,,,,0.899089,1.2082552,0.004441,0.6809575,1.1124992,0.010191,53.0,0.0,0.0,1.0,46.8,3.0,0.0,4.0,48.0,3.7,0.0,5.0,11.0,3.7,0.0,9.8,3.0,0.0,11.0,3.7,0.0
